anciennete_jours,montant,heure,nouveau_beneficiaire,solde_avant,nb_virements_1h,changement_mdp,minutes_depuis_chg_mdp,localisation,nb_virements_vers_benef,fraude
12,677277,14,0,2000720,14,0,7468,0,9,1
8,374272,12,0,2286254,10,1,38,0,3,1
30,484855,9,0,1001934,5,1,9,1,1,1
272,133855,15,1,1291678,0,0,19905,1,13,0
713,111051,10,0,904538,1,0,2012,1,15,0
41,1403720,10,1,3887937,9,0,3912,0,0,1
705,14583,5,1,1773992,0,0,1090,1,14,0
1652,154494,4,0,1115873,1,0,2758,1,9,0
10,773412,17,1,3654060,7,1,48,0,17,1
3,1322962,18,1,2437834,7,1,39,0,18,1
1327,130798,11,1,2966152,1,0,18524,0,11,0
17,1330960,21,1,3758930,10,0,479,0,19,1
1934,148997,14,0,1311467,2,0,5436,1,3,0
780,26346,13,1,445036,1,0,47412,0,8,0
796,32186,14,0,2160342,1,0,24149,1,16,0
23,1007859,4,1,3681502,15,1,34,1,20,1
555,27854,20,0,2562894,2,0,6367,1,5,0
17,1965163,20,0,3838025,6,1,30,1,18,1
1490,123420,3,0,1597042,0,0,2269,0,13,0
1480,172790,14,1,394325,0,0,19189,0,7,0
1483,194592,14,0,1453588,2,0,18501,0,7,0
13,658547,11,0,2917244,9,1,29,1,3,1
61,1666109,13,0,2171514,14,0,7907,1,7,1
42,1796454,20,1,3344172,7,1,41,0,1,1
1279,88051,23,0,2658702,2,0,25594,1,19,0
37,1440934,3,0,4018655,14,1,7,1,0,1
31,1085866,19,0,2972752,13,1,0,1,9,1
579,46566,7,1,2512373,2,0,4449,0,3,0
50,1486587,22,0,3956068,12,0,6350,1,10,1
420,100628,10,1,159424,2,0,48340,1,18,0
100,661562,5,0,1193658,10,1,34,1,18,1
16,1185930,21,1,1219409,13,1,17,0,8,1
836,80575,12,0,821924,0,0,8338,1,10,0
498,191903,12,1,680381,1,0,2746,0,8,0
67,674722,9,1,3258723,13,0,7097,1,6,1
430,31487,8,1,600825,2,0,7513,1,18,0
52,1971353,15,0,2409448,10,1,13,1,4,1
279,102327,18,0,1485069,2,0,17572,1,20,0
1371,20104,1,0,581172,1,0,31775,0,8,0
1588,119944,11,0,947248,1,0,5822,1,6,0
20,311173,15,0,3094442,5,1,10,0,20,1
1658,199296,23,1,1257177,1,0,7065,1,16,0
84,1241364,15,1,2970245,8,0,9079,1,8,1
1747,112295,6,0,1271201,2,0,45869,1,19,0
55,688234,21,0,893972,8,1,9,1,6,1
14,407918,2,1,919084,6,0,9427,0,3,1
35,1264311,9,0,1325592,7,0,7349,0,3,1
76,1222683,4,1,3277801,11,1,3,0,8,1
78,1215985,7,0,2755963,14,0,3905,0,13,1
52,822720,17,1,2642665,14,0,5245,0,3,1
1935,186478,14,0,2665638,2,0,16103,1,4,0
1336,114688,2,0,1791626,1,0,26919,0,1,0
55,502609,3,0,2844909,6,0,3819,0,14,1
1763,52025,15,1,2618273,1,0,42289,1,4,0
552,82471,9,0,677015,2,0,44740,0,8,0
83,1297064,0,1,1903307,13,0,2410,0,9,1
204,34506,2,0,2974146,0,0,20736,0,18,0
57,1149060,10,0,3128515,12,1,45,1,5,1
12,1558751,23,1,1994789,8,1,33,1,6,1
1523,170727,13,0,1617898,2,0,49476,1,2,0
1,1694582,18,1,4135019,10,0,4925,1,12,1
25,915436,0,0,3078604,13,1,20,0,14,1
51,1311456,21,0,4012813,14,1,7,0,11,1
828,24430,6,1,2351376,2,0,47308,1,7,0
918,1275,14,1,1562713,0,0,39964,0,18,0
496,26208,21,0,1564315,0,0,21658,0,18,0
33,530483,8,1,2676996,7,0,3029,1,10,1
99,753572,5,1,2648051,12,0,8024,0,4,1
1074,45081,9,0,1254292,0,0,27717,1,1,0
782,15807,6,1,423644,2,0,23461,0,16,0
1,1074181,19,0,3815523,15,0,5594,0,11,1
16,1041135,11,0,1170389,10,1,54,1,18,1
322,149426,17,1,1925158,1,0,2394,1,0,0
23,1285167,9,0,2210327,11,1,7,0,7,1
1029,109745,2,0,1826992,2,0,49536,0,12,0
62,1399112,9,1,2706806,9,1,37,1,6,1
78,766667,9,1,1874917,5,1,46,1,7,1
1920,197228,22,1,1530335,1,0,13548,1,20,0
1633,10243,8,0,825104,1,0,15724,1,0,0
1443,95642,22,1,2540030,2,0,11778,0,20,0
1071,125301,11,0,1266367,1,0,49184,1,20,0
1864,72129,10,0,2262987,0,0,24101,0,14,0
14,1156965,12,0,1334614,5,1,48,1,1,1
52,755636,9,0,1738999,8,1,51,0,3,1
1345,137704,17,0,165018,1,0,45450,0,18,0
57,846216,16,0,2783489,5,1,14,1,8,1
41,351651,7,1,2426461,10,1,21,1,2,1
1201,115143,3,0,1564357,0,0,5344,1,13,0
65,1500618,15,0,1978902,8,1,52,1,12,1
1941,8460,10,1,1004464,2,0,22588,0,16,0
1308,53290,10,0,3002417,0,0,15721,0,15,0
1081,123263,6,1,274905,1,0,34952,1,5,0
57,1846307,6,0,2452142,15,1,21,1,2,1
14,1190127,1,0,1410451,10,1,12,1,19,1
955,104896,6,1,2409304,2,0,38376,1,16,0
4,1201950,0,0,1557226,5,1,1,1,6,1
36,1168947,5,0,1632422,11,0,3540,1,14,1
13,856395,21,0,1044454,13,0,3563,0,8,1
401,75958,13,0,1733535,1,0,28807,0,2,0
48,1734353,13,0,4022281,5,0,4772,0,2,1
90,1658558,23,1,4423255,14,0,2078,1,7,1
1983,6105,21,1,2399257,0,0,16849,0,15,0
357,59777,16,0,777760,0,0,38417,0,1,0
478,32688,17,1,2575227,0,0,10182,0,10,0
92,1763619,16,1,2210769,11,1,1,0,3,1
75,597557,22,0,696881,15,1,45,1,13,1
92,516470,18,0,1055578,13,0,7125,0,19,1
81,1061736,7,1,2665974,11,0,6123,1,8,1
1940,22278,15,0,2586133,2,0,12001,1,18,0
1973,153145,9,1,977259,0,0,27614,0,13,0
72,458414,7,1,3203016,15,1,60,1,9,1
256,69288,14,0,106515,0,0,16114,1,7,0
249,131941,23,1,217307,2,0,16424,0,0,0
468,125079,12,1,477062,2,0,10997,1,15,0
95,857618,9,1,1776717,12,0,6916,0,1,1
100,1556561,22,1,2609799,13,1,32,1,7,1
281,38762,16,0,1644729,1,0,47846,1,19,0
63,1750768,19,0,3220112,14,0,6586,0,3,1
46,702654,16,1,2014421,8,0,8560,0,3,1
623,63252,15,0,1444018,1,0,23018,0,7,0
926,191885,20,0,482769,2,0,28958,0,18,0
4,484034,4,0,3422788,8,0,3524,0,8,1
56,1417974,15,0,2471613,12,0,8371,0,10,1
58,368751,16,1,2140144,5,1,32,0,6,1
90,681270,10,0,2411675,15,1,59,1,4,1
1769,96604,4,0,2973508,1,0,28673,1,7,0
67,1358725,4,0,2774108,13,1,38,0,10,1
1946,140767,16,0,1483061,0,0,33343,0,19,0
1867,161880,1,0,487746,2,0,40010,0,4,0
65,1722252,0,1,2182123,12,1,45,1,10,1
1006,170442,1,0,1987118,0,0,7339,1,13,0
61,1863769,13,1,2064181,10,0,469,0,2,1
78,779764,18,0,2165674,9,1,17,1,15,1
29,1808108,5,1,4234427,7,1,20,1,14,1
67,711897,2,0,3018561,14,0,7286,0,16,1
392,103190,16,1,2975437,0,0,7578,0,18,0
1510,41205,3,1,1861204,1,0,12886,0,12,0
1136,119009,3,1,1373401,0,0,38102,0,15,0
2,1973882,12,1,2542193,14,1,48,1,19,1
21,1628558,22,1,4400238,5,1,30,1,6,1
61,1079780,13,0,3016685,7,1,4,0,5,1
40,1953000,10,0,2475125,6,1,42,1,20,1
1211,86215,19,1,287925,2,0,15234,1,6,0
1808,50356,17,0,1078580,1,0,11566,0,10,0
941,196613,3,0,1576073,2,0,40399,0,12,0
244,117108,17,0,3083746,0,0,21297,1,16,0
75,1464549,22,1,4109981,15,0,6773,1,12,1
1029,27556,10,1,268241,0,0,35015,0,9,0
44,568775,23,1,3291142,9,0,3240,0,1,1
323,68867,3,1,1345279,0,0,47073,1,17,0
34,1925755,12,0,2771632,7,0,4028,1,16,1
79,1141562,20,0,2194967,6,0,7389,0,18,1
1264,28474,14,0,735242,0,0,45472,0,4,0
1763,50094,5,1,691253,0,0,36435,1,2,0
534,114627,16,0,1254264,0,0,27184,1,18,0
324,126691,0,1,1735916,0,0,11316,1,12,0
84,1881002,18,1,4089113,11,0,2945,0,13,1
65,693451,20,0,2958929,9,1,9,1,7,1
26,957447,3,1,3800737,11,1,35,0,3,1
689,97246,13,1,217606,1,0,17755,0,7,0
1927,65691,5,0,2965231,1,0,46927,0,13,0
1172,162959,11,1,1373892,1,0,37174,1,18,0
393,113554,0,0,931690,0,0,10549,0,6,0
94,565928,17,0,1968306,6,0,4580,1,17,1
1939,65704,15,1,2746124,2,0,29144,1,6,0
24,767541,21,0,3333238,5,1,52,0,18,1
1498,57500,23,1,1090303,0,0,14385,0,15,0
77,567854,21,1,1550303,9,1,50,1,10,1
286,133718,18,1,281113,1,0,8265,1,10,0
1287,113949,12,0,1133611,0,0,13697,0,2,0
48,1361969,11,0,1588683,7,0,8727,0,18,1
1393,36904,1,1,388478,1,0,37958,1,13,0
39,1576985,5,0,2410679,6,1,50,0,6,1
842,72800,5,0,507778,1,0,10731,0,2,0
56,968516,19,0,3583456,14,0,2010,0,0,1
23,1176868,13,0,3179574,13,1,27,0,16,1
9,663220,23,0,2870263,13,0,136,0,20,1
5,768111,17,0,1551343,5,0,5737,1,10,1
752,41711,20,1,2154344,0,0,36075,1,0,0
1959,144158,8,0,296513,0,0,20808,1,16,0
24,1981908,1,1,3698113,14,0,4131,0,20,1
614,169031,1,1,1477505,1,0,10964,1,12,0
80,427238,10,1,1983167,8,1,34,0,2,1
657,108471,23,1,666464,1,0,1705,1,12,0
1742,180141,8,0,1231741,2,0,43777,1,16,0
488,184281,9,0,2981406,0,0,25615,1,10,0
1565,171867,13,1,2004130,0,0,32582,0,1,0
1538,150413,7,1,2582040,2,0,7860,1,12,0
542,147198,7,0,564291,0,0,10357,1,16,0
799,31690,6,1,375338,1,0,22384,1,15,0
1772,136251,23,1,462691,1,0,3305,1,13,0
26,1992883,10,1,3717339,7,1,18,0,14,1
1565,156168,6,1,563383,0,0,17958,1,17,0
1915,113451,21,1,1957619,2,0,17379,1,14,0
68,466032,17,1,2376565,11,0,277,1,14,1
51,1745994,16,1,4717779,15,1,45,0,10,1
825,149239,14,1,2474597,0,0,43027,1,8,0
91,789586,7,1,2434080,9,1,35,1,16,1
1659,146443,17,0,2263964,1,0,13844,0,1,0
67,1873496,12,1,2020392,11,1,15,0,10,1
1991,96057,22,0,1792898,2,0,40880,0,14,0
676,167595,0,0,3164788,1,0,23556,0,6,0
89,1712803,19,1,4340782,12,0,2928,0,16,1
39,1810677,0,0,3270807,5,1,17,1,2,1
7,1582922,4,0,1685473,11,1,20,1,14,1
100,638822,22,0,1286369,14,1,17,1,19,1
15,1012142,22,1,3602146,11,1,45,0,17,1
65,1009882,4,0,2739719,12,1,3,0,6,1
52,612423,9,0,894546,9,1,34,0,11,1
11,1566944,3,0,3253375,15,0,2669,0,7,1
28,842674,14,1,3079174,5,0,7815,0,0,1
84,1937276,12,1,3492241,14,0,2672,0,9,1
80,1074553,16,0,1579207,5,1,49,0,14,1
20,808908,11,0,2397363,5,0,3594,1,8,1
12,834386,0,0,1921099,11,0,7726,1,20,1
86,817776,1,0,3129487,8,1,34,1,3,1
1116,106856,11,1,1023494,1,0,19199,0,12,0
75,1372080,23,1,3224752,12,1,16,0,13,1
905,168694,12,1,2705607,2,0,26228,0,13,0
356,113512,4,1,140750,2,0,39932,0,16,0
28,1770643,15,0,4547159,10,1,40,1,17,1
1098,161464,10,0,2336412,1,0,2221,0,15,0
8,1233605,0,1,1337014,15,1,45,1,10,1
66,1224014,15,0,2614622,7,1,17,1,10,1
1802,118511,1,0,2211464,0,0,20320,1,16,0
43,581451,22,1,733283,12,1,35,1,13,1
1165,119981,15,0,3083160,2,0,18944,1,15,0
1601,114866,8,0,215782,2,0,2743,1,11,0
1433,64887,23,0,114514,0,0,10427,1,0,0
1150,116069,7,0,1035313,0,0,2619,1,6,0
1024,192293,3,0,2160303,1,0,16861,0,7,0
9,999584,8,1,1985266,13,1,21,0,17,1
1660,61643,4,1,3027938,2,0,36169,0,5,0
451,88539,4,1,2763876,1,0,49095,0,9,0
493,47334,5,0,1085080,1,0,43408,1,15,0
84,1336299,23,1,2230101,9,1,43,1,14,1
521,60117,21,1,2063163,0,0,47742,0,20,0
92,1026184,20,1,1049787,11,0,6517,0,7,1
1789,5882,2,0,308082,1,0,12870,1,0,0
36,1157203,2,0,3533607,11,0,2598,1,15,1
1830,87657,1,0,116642,0,0,23238,1,2,0
55,1162955,9,0,2615147,12,0,5138,0,5,1
1917,39087,9,1,2719485,2,0,16404,0,1,0
26,1350556,1,1,4215830,15,1,27,1,4,1
98,854962,12,0,1235059,6,1,53,1,3,1
1796,20990,8,0,2442356,0,0,43235,0,5,0
73,1802469,12,0,2628485,13,1,21,0,17,1
1454,64925,2,1,2483048,2,0,29998,1,8,0
1834,153269,2,1,382962,0,0,1527,1,10,0
19,1157868,0,0,1637778,9,0,1859,1,8,1
31,1174279,0,0,2868140,10,0,1531,0,18,1
1189,185348,3,1,2740923,1,0,32061,1,9,0
793,20353,6,1,1845423,0,0,43868,0,3,0
51,784465,15,0,1045188,13,1,39,0,3,1
935,69929,11,1,560059,2,0,24057,0,18,0
699,76391,13,0,757539,0,0,5200,1,14,0
41,1965413,10,1,3499837,6,1,36,1,19,1
1201,106809,11,1,2738217,0,0,44425,1,10,0
96,1037828,10,0,3424826,8,1,8,0,4,1
641,109498,22,1,488122,2,0,36970,0,15,0
684,113336,23,0,3058052,2,0,32403,1,6,0
82,1334565,14,0,2183049,5,1,22,0,3,1
39,861830,5,1,1820921,10,1,5,0,8,1
1927,171720,21,1,524276,2,0,15105,1,8,0
1547,47221,22,1,349345,2,0,6668,0,10,0
37,1677839,19,0,4313831,13,1,8,0,10,1
27,1503743,21,1,2334535,7,0,703,0,6,1
458,165441,4,0,3014635,2,0,9647,0,13,0
1107,168283,13,0,1538751,2,0,17550,1,2,0
10,1416302,10,1,4077283,9,1,31,1,15,1
471,19823,6,1,1237110,2,0,32361,0,5,0
1113,84424,18,1,1613799,2,0,47748,1,15,0
236,125984,11,0,1209791,2,0,23400,0,8,0
745,75899,8,0,831565,1,0,7145,0,7,0
98,1249734,11,1,1935535,5,0,8007,1,0,1
1724,1151,16,1,2794284,1,0,39021,1,12,0
88,1524810,8,0,3194424,11,0,5562,0,15,1
397,101106,15,0,818652,1,0,12652,1,10,0
1089,22531,20,0,79917,1,0,8383,0,5,0
201,53165,13,1,1897578,2,0,30457,1,14,0
96,1944766,11,0,2196467,13,0,4953,1,12,1
1348,93934,18,0,2985194,1,0,23078,1,17,0
46,588995,15,0,2881382,11,1,50,0,18,1
205,27383,4,0,2154782,1,0,25861,1,8,0
44,1402335,12,1,1422151,12,1,29,1,7,1
74,571654,0,1,2372458,14,1,34,1,20,1
54,362024,7,1,822539,15,1,21,1,13,1
1234,167120,9,1,2120779,0,0,15239,0,7,0
95,1528057,9,0,4068417,7,0,2330,1,2,1
14,1860817,23,1,1916796,10,0,6370,1,9,1
83,1145933,9,1,1869175,15,1,25,0,13,1
68,940754,11,1,2723143,15,0,6761,1,5,1
581,64196,1,1,682185,0,0,11698,1,1,0
41,769163,20,0,2021999,11,0,4222,0,9,1
510,118070,15,1,1067713,0,0,46777,1,15,0
548,73936,21,1,1814434,1,0,30058,0,11,0
517,27378,3,0,981157,0,0,7574,1,15,0
90,1098476,8,1,3187109,7,0,1160,1,0,1
69,809508,12,1,3454008,11,1,27,1,17,1
1524,25956,10,1,1967722,2,0,12930,1,7,0
1311,51450,20,1,103544,2,0,37659,0,13,0
1625,39887,19,0,1049362,0,0,3234,0,19,0
48,534883,4,0,2670851,9,0,7254,0,5,1
1,847243,22,0,2614420,11,1,33,0,7,1
1500,112435,2,0,1404003,0,0,7762,1,0,0
860,54672,17,1,201618,1,0,41497,0,9,0
51,1550062,0,1,2624225,9,0,8669,0,9,1
349,183302,6,0,1239770,0,0,34159,0,2,0
234,11124,9,1,1347687,2,0,13736,0,10,0
1010,80159,1,1,2141086,1,0,38462,0,14,0
1068,49360,22,0,1948189,0,0,8762,1,11,0
1897,113427,2,1,2957272,0,0,38340,0,0,0
565,162260,16,1,1407034,0,0,17115,0,11,0
87,502508,20,0,2816179,10,1,56,1,12,1
85,668207,19,0,2555927,11,0,9456,0,10,1
1980,83361,9,0,2488923,1,0,36069,0,16,0
97,1005192,9,0,1625075,10,0,4812,1,4,1
69,1684373,17,0,4638230,12,0,6581,0,18,1
43,1847006,5,0,4261962,7,0,151,1,3,1
1719,170979,2,0,2642007,1,0,37378,1,11,0
626,63426,19,1,843472,2,0,41529,1,9,0
1618,196238,16,0,1062904,1,0,4997,1,14,0
8,1674330,2,1,4507371,8,1,22,0,16,1
29,349402,4,0,2888445,10,1,24,0,20,1
60,964601,11,1,1241874,13,0,8520,1,14,1
319,144083,9,0,2122411,2,0,6601,1,11,0
529,97221,8,1,2540145,2,0,44358,0,15,0
1061,63660,6,0,2334115,0,0,26360,0,3,0
1556,101799,10,1,1701760,0,0,26060,0,18,0
672,86495,16,1,1809201,1,0,19752,0,9,0
26,1718511,11,1,4329627,13,1,10,0,2,1
1475,165229,3,0,1545913,0,0,21142,0,20,0
100,675902,13,1,2840091,6,0,3406,1,3,1
16,516844,16,1,1733412,6,0,3169,1,14,1
1545,165690,11,1,793412,1,0,44088,0,18,0
14,1523273,7,0,1920145,8,1,59,0,16,1
1234,75877,6,1,418196,2,0,19837,0,7,0
238,14695,11,0,2874261,2,0,15526,1,18,0
551,155979,8,1,963036,2,0,41335,0,9,0
1970,173931,9,1,2429620,2,0,19591,1,9,0
433,121742,18,1,2881864,0,0,35164,1,16,0
711,191761,6,0,350588,1,0,44912,0,16,0
1,847039,17,0,1354443,10,1,52,0,9,1
51,1518957,21,1,1668883,9,0,107,1,12,1
336,38732,12,0,2381789,2,0,31240,0,16,0
65,1611607,2,1,3670548,8,1,11,0,16,1
52,391849,17,0,2785667,9,1,14,1,0,1
883,192807,11,0,293893,1,0,14900,0,8,0
31,414253,3,1,3161589,11,1,31,1,8,1
1652,12965,2,1,347522,2,0,19571,1,13,0
736,36925,16,1,2890705,0,0,18667,0,12,0
1227,84282,1,0,761788,0,0,42809,0,2,0
733,66387,20,0,1680750,0,0,43981,0,9,0
11,1768790,10,0,3528428,10,1,40,1,14,1
12,472760,23,1,2784761,9,1,29,1,13,1
66,1489364,0,0,2431254,15,1,9,1,18,1
65,1309131,10,0,2269389,8,1,56,0,9,1
1951,117716,23,1,2941883,2,0,43626,0,19,0
272,192473,5,0,965261,2,0,31535,1,5,0
37,1499481,12,0,4089064,14,0,8258,0,11,1
13,1844130,5,1,4493118,10,1,33,1,6,1
10,1687095,17,1,2091817,5,1,59,1,13,1
1776,75457,2,1,1901673,0,0,7724,1,14,0
403,94873,0,0,1891166,2,0,8873,0,20,0
1673,32880,3,1,296748,2,0,23163,0,15,0
1673,78220,10,1,1587290,1,0,7619,1,5,0
46,1458695,3,1,1901622,14,0,9997,1,20,1
1872,28980,19,1,2170220,0,0,19534,0,8,0
93,978699,15,0,1091482,7,1,22,1,1,1
23,404623,12,1,1512337,11,1,29,1,0,1
326,180616,18,1,823287,2,0,36662,1,12,0
99,1216480,2,0,2562790,6,0,7561,1,9,1
1150,187041,15,0,2976727,0,0,18739,0,5,0
14,1177442,0,1,3093622,11,1,36,1,11,1
48,440459,18,1,2229440,9,0,6839,0,19,1
34,1992780,6,1,3607205,8,0,8861,0,0,1
1471,187411,20,0,349176,1,0,39667,1,18,0
591,197810,1,0,2930063,2,0,3029,0,19,0
497,181084,7,1,2349581,2,0,41557,0,0,0
880,114571,14,1,2154463,2,0,27388,1,5,0
1937,180857,10,0,431275,1,0,3662,0,10,0
1594,197264,18,0,395973,1,0,37964,0,14,0
31,546838,11,1,1571716,14,0,2489,1,3,1
33,961379,4,1,2636248,13,1,57,1,16,1
23,1389364,2,1,3208154,6,0,1775,0,17,1
1430,196715,6,1,2090982,1,0,35164,0,16,0
7,1235181,18,1,3194730,14,1,10,0,11,1
14,770331,5,1,2174992,15,1,26,1,3,1
100,696695,16,1,1330101,13,1,33,1,15,1
81,1054224,0,0,3933285,7,1,53,1,1,1
78,424895,12,1,628688,14,0,8506,1,10,1
70,668510,20,0,1210625,15,1,33,0,14,1
98,801979,14,0,2666098,5,0,3351,0,11,1
50,1121473,16,0,2338892,14,0,4171,0,8,1
682,167162,22,0,2936832,2,0,6183,0,15,0
83,892987,23,1,3360450,12,1,2,1,19,1
100,1065574,12,0,2108439,13,0,2747,0,11,1
56,1911081,7,0,3954263,9,1,53,1,20,1
945,189378,14,1,2729797,2,0,40554,1,8,0
100,1914651,2,1,4442236,12,0,4590,0,2,1
31,740101,2,1,2561907,10,1,23,0,6,1
43,1467418,11,0,2551371,10,1,39,0,5,1
315,78211,20,1,469418,0,0,31997,0,15,0
60,912470,17,0,2586155,7,0,528,0,19,1
244,180391,11,1,2401202,2,0,41572,0,0,0
70,1794196,5,0,4783894,7,0,2798,0,12,1
92,378999,5,0,2717068,6,0,2346,0,10,1
46,669935,13,0,1524509,5,0,9708,0,20,1
73,851589,16,0,2710049,15,0,6555,0,0,1
54,886104,5,1,1555873,5,1,56,0,3,1
100,1638925,12,1,4438411,14,1,28,1,10,1
38,800562,7,1,2328424,6,1,51,1,4,1
8,395830,5,0,1647778,8,0,1646,1,0,1
64,745255,22,0,962179,13,1,59,1,13,1
64,1363908,18,1,2269591,15,0,1335,1,8,1
645,79383,17,1,2616737,2,0,43847,0,1,0
1354,179924,21,0,934382,2,0,12641,1,20,0
229,47881,3,0,1965250,1,0,19868,0,17,0
67,1815151,3,1,1953120,9,1,33,0,1,1
93,412150,12,1,3087994,9,1,42,1,1,1
986,117446,14,1,875273,2,0,14956,0,2,0
1002,194786,14,0,613014,2,0,38260,1,1,0
17,1010638,0,0,1465974,6,1,1,0,5,1
906,171681,1,1,1973137,2,0,6546,1,19,0
7,1805415,8,0,2510581,13,0,4910,0,7,1
56,1897188,23,0,3573791,12,1,2,0,2,1
450,132124,4,0,1177498,0,0,33909,1,5,0
462,122390,18,1,1505094,1,0,32182,0,0,0
644,13892,16,0,67350,2,0,26065,0,2,0
35,920958,3,1,3491563,13,1,21,1,9,1
530,90217,8,1,2064724,0,0,23986,0,6,0
5,310293,6,0,327603,7,1,36,1,16,1
1415,187445,20,1,1702353,0,0,39503,0,17,0
50,1427922,20,0,2271432,10,1,57,0,4,1
901,177860,22,1,693194,2,0,37494,0,4,0
67,1368901,6,1,4190634,11,1,8,1,2,1
431,168987,7,1,2743913,1,0,30054,0,14,0
1065,136087,9,0,975182,0,0,41502,0,1,0
20,1055966,19,1,3366480,6,0,1077,0,5,1
1920,175356,4,0,2669582,1,0,41216,1,1,0
1072,164759,21,0,1140082,1,0,16650,1,14,0
36,1374219,17,1,4270290,12,1,2,1,0,1
79,1066439,9,1,2173337,7,1,9,0,13,1
77,1165418,8,1,2182608,10,0,1079,1,15,1
70,1546120,20,1,2479356,9,1,20,1,9,1
1867,82050,16,0,1676945,2,0,14045,1,5,0
1207,47887,16,0,2739767,2,0,21244,1,9,0
930,101981,20,0,521561,1,0,25205,0,16,0
53,1122871,19,1,2550488,11,0,9277,0,9,1
1585,96094,16,1,2915009,2,0,10166,1,4,0
1895,153507,14,1,2396808,2,0,11634,1,3,0
1933,39135,2,0,2156878,0,0,38969,1,8,0
48,883524,0,1,929617,6,0,4296,1,6,1
82,1522204,4,0,2864908,10,1,8,0,9,1
1135,59518,16,0,2406197,2,0,9377,1,4,0
487,32483,4,1,1088293,2,0,18981,0,19,0
1729,164925,3,0,360405,1,0,20207,1,14,0
1936,109468,2,1,1233801,0,0,40588,1,14,0
498,89980,6,0,1634619,0,0,13765,1,1,0
25,628644,23,0,2513904,11,1,3,1,5,1
200,81600,8,0,2012025,1,0,28982,0,4,0
29,1448603,5,1,4282260,10,0,9989,1,14,1
2,1098415,2,0,1961679,7,0,9268,1,5,1
412,67246,18,1,3052795,1,0,41097,1,2,0
39,759809,4,0,939852,5,1,25,0,2,1
57,1014735,20,0,3301892,11,0,4684,0,13,1
61,474076,1,0,3113263,10,0,7373,0,2,1
1600,17402,23,1,742879,1,0,30361,1,15,0
97,1802723,23,0,2629035,7,0,5357,1,11,1
899,83828,5,1,1415481,0,0,1866,1,5,0
716,120036,11,1,1679041,1,0,37824,1,9,0
100,1184125,5,0,3437003,13,1,57,0,12,1
28,1548623,12,0,2666056,11,0,6848,0,9,1
1316,172921,2,0,1253690,2,0,32955,1,4,0
79,1240701,10,1,2502723,5,0,1957,0,12,1
27,417279,5,0,2310974,14,0,9476,0,11,1
56,742235,13,1,2229555,15,0,4949,0,6,1
29,1854188,23,0,4776571,7,0,5668,0,5,1
1966,9123,4,1,2360876,2,0,17258,0,10,0
1002,185153,23,1,1086050,1,0,39793,1,6,0
637,134929,4,1,3072628,0,0,47436,1,6,0
1105,28010,13,1,1450956,1,0,24263,0,7,0
67,874473,13,0,1202758,14,1,57,1,15,1
346,26219,1,0,635144,1,0,46205,0,20,0
532,164505,21,1,1450446,2,0,43689,0,15,0
77,1358089,15,0,4320452,10,1,44,0,14,1
799,60310,20,1,523458,1,0,36752,0,1,0
94,1048025,10,0,1418994,15,0,560,0,0,1
1951,65372,9,0,1415767,1,0,36390,0,19,0
1911,129965,20,0,2973521,0,0,1189,1,12,0
854,16207,23,0,703059,1,0,18201,1,11,0
777,148895,11,0,3104461,2,0,39635,0,5,0
68,689492,0,0,731638,14,0,431,0,6,1
91,1199809,5,0,3638931,10,0,7390,1,5,1
92,391495,11,0,2865990,6,1,7,0,15,1
260,132727,2,0,1176439,2,0,34661,1,12,0
635,67273,3,1,959024,1,0,5151,1,17,0
93,1774308,4,1,3799722,8,1,28,1,11,1
8,557869,2,0,2535917,13,1,56,1,18,1
48,1940108,4,0,4561108,10,0,5878,0,8,1
413,94737,12,0,257233,2,0,41025,0,11,0
17,960234,8,0,1015756,10,0,2031,0,3,1
91,855738,8,0,2575639,6,0,3336,1,12,1
928,129797,3,0,1453874,2,0,12120,0,14,0
39,1803115,22,0,4719412,5,1,26,1,1,1
1435,147625,15,0,2215240,0,0,36138,1,4,0
961,76382,22,0,1878262,0,0,48104,1,10,0
91,965654,10,0,1314191,11,0,8635,1,13,1
84,720713,22,0,1882983,9,0,8936,1,5,1
286,182760,22,0,1438357,0,0,36784,0,18,0
92,809013,14,0,3798953,10,0,8995,1,1,1
13,545141,1,1,2753495,13,0,5676,1,13,1
43,1120087,18,1,1458161,11,1,44,1,7,1
20,1400539,11,1,2049770,15,1,8,0,10,1
33,1276330,11,1,1533751,14,1,24,0,1,1
509,153559,1,1,2409414,0,0,36160,0,1,0
528,42445,17,1,863979,0,0,30069,1,8,0
75,1363686,10,0,4056650,14,0,9359,0,18,1
74,1135861,10,1,2096739,6,1,32,1,9,1
461,55596,22,1,1301646,2,0,22172,0,15,0
69,774461,3,0,1656215,9,0,3630,1,2,1
1385,81637,18,0,2209008,2,0,20177,0,7,0
466,157601,13,0,2741640,1,0,4245,0,2,0
51,699356,19,1,3624131,9,1,41,0,1,1
49,840779,12,0,3697376,8,0,5557,0,14,1
1328,115503,8,1,1342511,2,0,39192,0,16,0
100,1100791,19,0,1207834,7,1,26,0,10,1
67,1710754,23,0,4440338,7,0,557,0,10,1
9,1199044,13,0,2903759,13,1,37,1,6,1
857,148066,16,1,3078348,0,0,4212,0,18,0
23,1493020,0,0,3307902,10,0,6672,0,16,1
50,1024676,1,0,2431299,10,1,43,0,4,1
88,1957423,6,0,3914116,12,0,6797,1,2,1
